hscode,mo_ta,Ngay_xac_nhan
84158329,- - - - Loại khác,26/09/2023 0:00:00
84158331,"- - - - Công suất làm mát không quá 26,38 kW",26/09/2023 0:00:00
84158339,- - - - Loại khác,26/09/2023 0:00:00
84158391,"- - - - Công suất làm mát không quá 26,38 kW",26/09/2023 0:00:00
84158399,- - - - Loại khác,26/09/2023 0:00:00
84159013,- - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159014,- - - Thiết bị làm bay hơi hoặc ngưng tụ dùng cho máy điều hòa không khí lắp trên xe có động cơ ,26/09/2023 0:00:00
84159015,"- - - Khung vỏ, đã hàn và sơn, trừ loại thuộc phân nhóm 8415.90.13",26/09/2023 0:00:00
84159019,- - - Loại khác,26/09/2023 0:00:00
84159024,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159025,- - - - Loại khác,26/09/2023 0:00:00
84159026,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159029,- - - - Loại khác,26/09/2023 0:00:00
84159034,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159035,- - - - Loại khác,26/09/2023 0:00:00
84159036,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159039,- - - - Loại khác,26/09/2023 0:00:00
84159044,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159045,- - - - Loại khác,26/09/2023 0:00:00
84159046,- - - - Loại dùng cho phương tiện bay hoặc phương tiện giao thông đường sắt,26/09/2023 0:00:00
84159049,- - - - Loại khác,26/09/2023 0:00:00
84161000,"- Đầu đốt cho lò luyện, nung sử dụng nhiên liệu lỏng",26/09/2023 0:00:00
84162000,"- Đầu đốt cho lò luyện, nung khác, kể cả lò luyện, nung dùng nhiên liệu kết hợp",26/09/2023 0:00:00
84163000,"- Máy nạp nhiên liệu cơ khí, kể cả ghi lò, bộ phận xả tro xỉ và các bộ phận tương tự của chúng",26/09/2023 0:00:00
84169000,- Bộ phận,26/09/2023 0:00:00
84171000,"- Lò luyện, nung và lò dùng để nung, nấu chảy hoặc xử lý nhiệt các loại quặng, quặng pirit hoặc kim loại",26/09/2023 0:00:00
84172000,"- Lò nướng bánh, kể cả lò nướng bánh quy",26/09/2023 0:00:00
84178010,- - Lò đốt rác thải,26/09/2023 0:00:00
84178090,- - Loại khác,26/09/2023 0:00:00
84179000, - Bộ phận,26/09/2023 0:00:00
84181031,"- - - Loại gia dụng, có dung tích không quá 230 lít",26/09/2023 0:00:00
84181032,"- - - Loại gia dụng khác, có dung tích trên 230 lít",26/09/2023 0:00:00
84181039,- - - Loại khác,26/09/2023 0:00:00
84181040,"- - Loại khác, phù hợp dùng trong y tế, phẫu thuật hoặc phòng thí nghiệm",26/09/2023 0:00:00
84181091,"- - - Quầy hàng, tủ bày hàng và các loại tương tự, có lắp thiết bị làm lạnh, dung tích trên 200 lít",26/09/2023 0:00:00
84181099,- - - Loại khác,26/09/2023 0:00:00
84182110,- - - Dung tích không quá 230 lít,26/09/2023 0:00:00
84182190,- - - Loại khác,26/09/2023 0:00:00
84182900,- - Loại khác,26/09/2023 0:00:00
84183010,- - Dung tích không quá 200 lít,26/09/2023 0:00:00
84183090,- - Loại khác,26/09/2023 0:00:00
84184010,- - Dung tích không quá 200 lít,26/09/2023 0:00:00
84184090,- - Loại khác,26/09/2023 0:00:00
84185011,"- - - Loại phù hợp dùng trong y tế, phẫu thuật hoặc phòng thí nghiệm",26/09/2023 0:00:00
84185019,- - - Loại khác,26/09/2023 0:00:00
84185091,"- - - Loại phù hợp dùng trong y tế, phẫu thuật hoặc phòng thí nghiệm",26/09/2023 0:00:00
84185099,- - - Loại khác,26/09/2023 0:00:00
84186100,- - Bơm nhiệt trừ loại máy điều hòa không khí của nhóm 84.15,26/09/2023 0:00:00
84186910,- - - Thiết bị làm lạnh đồ uống ,26/09/2023 0:00:00
84186930,- - - Thiết bị cấp nước lạnh (cold water dispenser),26/09/2023 0:00:00
84186941,- - - - Dùng cho máy điều hòa không khí,26/09/2023 0:00:00
84186949,- - - - Loại khác,26/09/2023 0:00:00
84186950,- - - Thiết bị sản xuất đá vảy,26/09/2023 0:00:00
84186990,- - - Loại khác,26/09/2023 0:00:00
84189100,- - Có kiểu dáng nội thất được thiết kế để lắp đặt thiết bị làm lạnh hoặc kết đông,26/09/2023 0:00:00
84189910,- - - Thiết bị làm bay hơi hoặc ngưng tụ,26/09/2023 0:00:00
84189940,"- - - Panel nhôm cán-ghép dùng cho hàng hóa thuộc phân nhóm 8418.10.31, 8418.10.32, 8418.21.10, 8418.21.90 hoặc 8418.29.00 (SEN)",26/09/2023 0:00:00
84189990,- - - Loại khác,26/09/2023 0:00:00
84191110,- - - Loại sử dụng trong gia đình,26/09/2023 0:00:00
84191190,- - - Loại khác,26/09/2023 0:00:00
84191200,- - Thiết bị đun nước nóng bằng năng lượng mặt trời,26/09/2023 0:00:00
84191910,- - - Loại sử dụng trong gia đình,26/09/2023 0:00:00
84191990,- - - Loại khác,26/09/2023 0:00:00
84192000,"- Thiết bị khử trùng trong y tế, phẫu thuật hoặc phòng thí nghiệm",26/09/2023 0:00:00
84193310,"- - - Dùng cho các sản phẩm nông nghiệp; cho gỗ, bột giấy, giấy hoặc bìa",26/09/2023 0:00:00
84193390,- - - Loại khác,26/09/2023 0:00:00
84193410,- - - Thiết bị làm bay hơi ,26/09/2023 0:00:00
84193420,"- - - Loại khác, hoạt động bằng điện",26/09/2023 0:00:00
84193490,- - - Loại khác,26/09/2023 0:00:00
84193510,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84193520,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84193930,"- - - Máy xử lý vật liệu bằng quá trình gia nhiệt, để sản xuất tấm mạch in, tấm dây in hoặc mạch in đã lắp ráp, hoạt động bằng điện ",26/09/2023 0:00:00
84193990,- - - Loại khác,26/09/2023 0:00:00
84194010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84194020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84195010,- - Tháp làm mát,26/09/2023 0:00:00
84195020,"- - Bộ trao đổi nhiệt làm bằng các ống fluoropolyme, với ống đầu vào và ống ra có đường kính trong từ 3 cm trở xuống (SEN)",26/09/2023 0:00:00
84195091,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84195092,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84196000,- Máy hóa lỏng không khí hoặc các loại chất khí khác,26/09/2023 0:00:00
84198110,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84198120,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84198913,"- - - - Máy xử lý vật liệu bằng quá trình gia nhiệt, để sản xuất tấm mạch in, tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
84198919,- - - - Loại khác,26/09/2023 0:00:00
84198920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84199012,"- - - Của máy xử lý vật liệu bằng quá trình gia nhiệt, để sản xuất tấm mạch in, tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
84199013,- - - Vỏ của tháp làm mát,26/09/2023 0:00:00
84199019,- - - Loại khác,26/09/2023 0:00:00
84199022,"- - - Của thiết bị đun nước nóng nhanh bằng ga, loại sử dụng trong gia đình",26/09/2023 0:00:00
84199029,- - - Loại khác,26/09/2023 0:00:00
84201010,- - Loại chỉ sử dụng hoặc chủ yếu sử dụng để sản xuất tấm nền mạch in hoặc mạch in,26/09/2023 0:00:00
84201020,- - Máy là hoặc máy vắt phù hợp sử dụng cho gia đình,26/09/2023 0:00:00
84201090,- - Loại khác,26/09/2023 0:00:00
84209110,- - - Của hàng hóa thuộc phân nhóm 8420.10.10,26/09/2023 0:00:00
84209190,- - - Loại khác,26/09/2023 0:00:00
84209910,- - - Của hàng hóa thuộc phân nhóm 8420.10.10,26/09/2023 0:00:00
84209990,- - - Loại khác,26/09/2023 0:00:00
84211100,- - Máy tách kem,26/09/2023 0:00:00
84211200,- - Máy làm khô quần áo,26/09/2023 0:00:00
84211910,- - - Loại sử dụng trong sản xuất đường,26/09/2023 0:00:00
84211990,- - - Loại khác,26/09/2023 0:00:00
84212111,- - - - Máy và thiết bị lọc sử dụng trong gia đình,26/09/2023 0:00:00
84212119,- - - - Loại khác,26/09/2023 0:00:00
84212122,- - - - Hoạt động bằng điện,26/09/2023 0:00:00
84212123,- - - - Không hoạt động bằng điện,26/09/2023 0:00:00
84212230,"- - - Hoạt động bằng điện, công suất trên 500 lít/giờ",26/09/2023 0:00:00
84212290,- - - Loại khác,26/09/2023 0:00:00
84212311,- - - - Bộ lọc dầu,26/09/2023 0:00:00
84212319,- - - - Loại khác,26/09/2023 0:00:00
84212321,- - - - Bộ lọc dầu,26/09/2023 0:00:00
84212329,- - - - Loại khác,26/09/2023 0:00:00
84212391,- - - - Bộ lọc dầu,26/09/2023 0:00:00
84212399,- - - - Loại khác,26/09/2023 0:00:00
84212910,"- - - Loại phù hợp dùng trong y tế, phẫu thuật hoặc phòng thí nghiệm",26/09/2023 0:00:00
84212920,- - - Loại sử dụng trong sản xuất đường,26/09/2023 0:00:00
84212930,- - - Loại sử dụng trong hoạt động khoan dầu,26/09/2023 0:00:00
84212940,"- - - Loại khác, bộ lọc xăng",26/09/2023 0:00:00
84212950,"- - - Loại khác, bộ lọc dầu",26/09/2023 0:00:00
84212960,"- - - Loại khác, bằng fluoropolyme và có màng lọc hoặc màng tinh chế với độ dày không quá 140 micron (SEN)",26/09/2023 0:00:00
84212990,- - - Loại khác,26/09/2023 0:00:00
84213110,- - - Dùng cho máy thuộc nhóm 84.29 hoặc 84.30,26/09/2023 0:00:00
84213120,- - - Dùng cho xe có động cơ thuộc Chương 87,26/09/2023 0:00:00
84213190,- - - Loại khác,26/09/2023 0:00:00
84213200,"- - Bộ chuyển đổi xúc tác hoặc bộ lọc hạt, có hoặc không kết hợp, để tinh chế hoặc lọc khí thải từ động cơ đốt trong",26/09/2023 0:00:00
84213920,- - - Máy lọc không khí,26/09/2023 0:00:00
84213930,"- - - Loại khác, có vỏ bằng thép không gỉ và có lỗ ống đầu vào và đầu ra có đường kính trong không quá 1,3 cm",26/09/2023 0:00:00
84213990,- - - Loại khác,26/09/2023 0:00:00
84219110,- - - Của hàng hóa thuộc phân nhóm 8421.12.00,26/09/2023 0:00:00
84219120,- - - Của hàng hóa thuộc phân nhóm 8421.19.10,26/09/2023 0:00:00
84219190,- - - Của hàng hóa thuộc phân nhóm 8421.11.00 hoặc 8421.19.90,26/09/2023 0:00:00
84219921,- - - - Của phân nhóm 8421.23.11 hoặc 8421.23.21 (SEN),26/09/2023 0:00:00
84219929,- - - - Loại khác (SEN),26/09/2023 0:00:00
84219930,- - - Của hàng hóa thuộc phân nhóm 8421.31,26/09/2023 0:00:00
84219940,- - - Của hàng hóa thuộc phân nhóm 8421.29.50,26/09/2023 0:00:00
84219950,- - - Của hàng hóa thuộc phân nhóm 8421.29.60,26/09/2023 0:00:00
84219960,- - - Của hàng hóa thuộc phân nhóm 8421.39.30,26/09/2023 0:00:00
84219970,- - - Của hàng hóa thuộc phân nhóm 8421.39.90,26/09/2023 0:00:00
84219991,- - - - Của hàng hóa thuộc phân nhóm 8421.29.20,26/09/2023 0:00:00
84219994,- - - - Của hàng hóa thuộc phân nhóm 8421.21.11,26/09/2023 0:00:00
84219996,- - - - Của hàng hóa thuộc phân nhóm 8421.23.11 hoặc 8421.23.91,26/09/2023 0:00:00
84219997,- - - - Của hàng hóa thuộc phân nhóm 8421.23.19 hoặc 8421.23.99,26/09/2023 0:00:00
84219999,- - - - Loại khác,26/09/2023 0:00:00
84221100,- - Loại sử dụng trong gia đình,26/09/2023 0:00:00
84221900,- - Loại khác,26/09/2023 0:00:00
84222000,- Máy làm sạch hoặc làm khô chai lọ hoặc các loại đồ chứa khác,26/09/2023 0:00:00
84223000,"- Máy rót, đóng kín, đóng nắp, làm kín hoặc dán nhãn vào các chai, lon, hộp, túi hoặc đồ chứa khác; máy bọc chai, lọ, ống và các đồ chứa tương tự; máy nạp ga cho đồ uống",26/09/2023 0:00:00
84224000,- Máy đóng gói khác hoặc bao gói khác (kể cả máy bọc màng co nhiệt),26/09/2023 0:00:00
84229010,- - Của các máy thuộc phân nhóm 8422.11,26/09/2023 0:00:00
84229090,- - Loại khác,26/09/2023 0:00:00
84231010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84231020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84232010,- - Cân điện tử,26/09/2023 0:00:00
84232090,- - Loại khác,26/09/2023 0:00:00
84233010,- - Cân điện tử,26/09/2023 0:00:00
84233090,- - Loại khác,26/09/2023 0:00:00
84238110,- - - Cân điện tử,26/09/2023 0:00:00
84238190,- - - Loại khác,26/09/2023 0:00:00
84238231,"- - - - Cân điện tử, dùng để cân xe có động cơ",26/09/2023 0:00:00
84238232,- - - - Cân điện tử khác,26/09/2023 0:00:00
84238239,- - - - Loại khác,26/09/2023 0:00:00
84238241,"- - - - Cân điện tử, dùng để cân xe có động cơ",26/09/2023 0:00:00
84238242,- - - - Cân điện tử khác,26/09/2023 0:00:00
84238249,- - - - Loại khác,26/09/2023 0:00:00
84238910,- - - Cân điện tử,26/09/2023 0:00:00
84238990,- - - Loại khác,26/09/2023 0:00:00
84239010,- - Quả cân,26/09/2023 0:00:00
84239030,"- - Bộ phận của cân điện tử, trừ loại sử dụng để cân xe có động cơ (SEN)",26/09/2023 0:00:00
84239040,- - Bộ phận của các loại cân khác,26/09/2023 0:00:00
84241010,- - Loại sử dụng cho phương tiện bay,26/09/2023 0:00:00
84241090,- - Loại khác,26/09/2023 0:00:00
84242011,- - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84242019,- - - Loại khác,26/09/2023 0:00:00
84242021,- - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84242029,- - - Loại khác,26/09/2023 0:00:00
84243000,- Máy phun bắn hơi nước hoặc cát và các loại máy phun bắn tia tương tự,26/09/2023 0:00:00
84244110,- - - Thiết bị phun thuốc trừ sâu hoạt động bằng tay,26/09/2023 0:00:00
84244120,"- - - Loại khác, không hoạt động bằng điện",26/09/2023 0:00:00
84244190,- - - Loại khác,26/09/2023 0:00:00
84244910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84244920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84248210,- - - Hệ thống tưới kiểu nhỏ giọt,26/09/2023 0:00:00
84248220,"- - - Loại khác, hoạt động bằng điện",26/09/2023 0:00:00
84248230,"- - - Loại khác, không hoạt động bằng điện",26/09/2023 0:00:00
84248910,"- - - Thiết bị phun, xịt hoạt động bằng tay sử dụng trong gia đình có dung tích không quá 3 lít",26/09/2023 0:00:00
84248920,"- - - Đầu bình phun, xịt có gắn vòi",26/09/2023 0:00:00
84248940,"- - - Loại khác, chỉ sử dụng hoặc chủ yếu sử dụng để sản xuất tấm nền của tấm mạch in hoặc tấm dây in hoặc linh kiện của chúng ",26/09/2023 0:00:00
84248950,"- - - Loại khác, hoạt động bằng điện",26/09/2023 0:00:00
84248990,"- - - Loại khác, không hoạt động bằng điện",26/09/2023 0:00:00
84249010,- - Của bình dập lửa,26/09/2023 0:00:00
84249021,- - - - Của hàng hóa thuộc phân nhóm 8424.20.11,26/09/2023 0:00:00
84249023,- - - - Loại khác,26/09/2023 0:00:00
84249024,- - - - Của hàng hóa thuộc phân nhóm 8424.20.21,26/09/2023 0:00:00
84249029,- - - - Loại khác,26/09/2023 0:00:00
84249030,- - Của máy phun bắn hơi nước hoặc cát và các loại máy phun bắn tia tương tự,26/09/2023 0:00:00
84249093,- - - Của hàng hóa thuộc phân nhóm 8424.82.10,26/09/2023 0:00:00
84249094,"- - - Của hàng hóa thuộc phân nhóm 8424.41.10, 8424.41.20, 8424.49.20 hoặc 8424.82.30",26/09/2023 0:00:00
84249095,"- - - Của hàng hóa thuộc phân nhóm 8424.41.90, 8424.49.10 hoặc 8424.82.20",26/09/2023 0:00:00
84249096,- - - Của hàng hóa thuộc phân nhóm 8424.89.40,26/09/2023 0:00:00
84249099,- - - Loại khác,26/09/2023 0:00:00
84251100,- - Loại chạy bằng động cơ điện,26/09/2023 0:00:00
84251900,- - Loại khác,26/09/2023 0:00:00
84253100,- - Loại chạy bằng động cơ điện,26/09/2023 0:00:00
84253900,- - Loại khác,26/09/2023 0:00:00
84254100,- - Hệ thống kích tầng dùng trong ga ra,26/09/2023 0:00:00
84254210,- - - Kích nâng dùng cho cơ cấu tự đổ của xe tải,26/09/2023 0:00:00
84254290,- - - Loại khác,26/09/2023 0:00:00
84254910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84254920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84261100,- - Cần trục cầu di chuyển trên đế cố định,26/09/2023 0:00:00
84261200,- - Khung nâng di động bằng bánh lốp xe và xe chuyên chở kiểu khung đỡ cột chống,26/09/2023 0:00:00
84261920,- - - Cầu trục ,26/09/2023 0:00:00
84261930,- - - Cổng trục,26/09/2023 0:00:00
84261990,- - - Loại khác,26/09/2023 0:00:00
84262000,- Cần trục tháp,26/09/2023 0:00:00
84263000,- Cần trục cổng hoặc cần trục cánh xoay,26/09/2023 0:00:00
84264100,- - Chạy bánh lốp,26/09/2023 0:00:00
84264900,- - Loại khác,26/09/2023 0:00:00
84269100,- - Thiết kế để nâng xe cơ giới đường bộ,26/09/2023 0:00:00
84269900,- - Loại khác,26/09/2023 0:00:00
84271000,- Xe tự hành chạy bằng mô tơ điện,26/09/2023 0:00:00
84272000,- Xe tự hành khác,26/09/2023 0:00:00
84279000,- Các loại xe khác,26/09/2023 0:00:00
84281031,- - - Để chở người,26/09/2023 0:00:00
84281039,- - - Loại khác,26/09/2023 0:00:00
84281040,- - Tời nâng kiểu gầu nâng (trục tải thùng kíp),26/09/2023 0:00:00
84282010,- - Loại sử dụng trong nông nghiệp,26/09/2023 0:00:00
84282090,- - Loại khác,26/09/2023 0:00:00
84283100,- - Thiết kế chuyên sử dụng dưới lòng đất ,26/09/2023 0:00:00
84283210,- - - Loại sử dụng trong nông nghiệp,26/09/2023 0:00:00
84283290,- - - Loại khác,26/09/2023 0:00:00
84283310,- - - Loại sử dụng trong nông nghiệp,26/09/2023 0:00:00
84283390,- - - Loại khác,26/09/2023 0:00:00
84283910,- - - Loại sử dụng trong nông nghiệp,26/09/2023 0:00:00
84283990,- - - Loại khác,26/09/2023 0:00:00
84284000,- Thang cuốn và băng tải tự động dùng cho người đi bộ,26/09/2023 0:00:00
84286000,"- Thùng cáp treo, ghế treo, cơ cấu kéo người trượt tuyết lên cao dùng trong môn trượt tuyết; cơ cấu kéo dùng cho đường sắt leo núi",26/09/2023 0:00:00
84287000,- Rô bốt công nghiệp,26/09/2023 0:00:00
84289020,"- - Máy tự động để dịch chuyển, xử lý và kẹp giữ tấm mạch in, tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
84289030,"- - Thiết bị đẩy xe goòng trong hầm mỏ, thanh ngang xe goòng hoặc đầu máy, thiết bị lật toa xe và các thiết bị giữ xe goòng chạy đường sắt tương tự",26/09/2023 0:00:00
84289090,- - Loại khác,26/09/2023 0:00:00
84291100,- - Loại bánh xích,26/09/2023 0:00:00
84291900,- - Loại khác,26/09/2023 0:00:00
84292000,- Máy san đất,26/09/2023 0:00:00
84293000,- Máy cạp đất,26/09/2023 0:00:00
84294030,- - Máy đầm,26/09/2023 0:00:00
84294040,"- - Xe lu rung, với lực rung của trống không quá 20 tấn tính theo khối lượng",26/09/2023 0:00:00
84294050,- - Các loại xe lu rung lăn đường khác,26/09/2023 0:00:00
84294090,- - Loại khác,26/09/2023 0:00:00
84295100,- - Máy chuyển đất bằng gàu tự xúc lắp phía trước,26/09/2023 0:00:00
84295200,- - Máy có cơ cấu phần trên quay được 360o,26/09/2023 0:00:00
84295900,- - Loại khác,26/09/2023 0:00:00
84301000,- Máy đóng cọc và nhổ cọc,26/09/2023 0:00:00
84302000,- Máy xới và dọn tuyết,26/09/2023 0:00:00
84303100,- - Loại tự hành,26/09/2023 0:00:00
84303900,- - Loại khác,26/09/2023 0:00:00
84304100,- - Loại tự hành,26/09/2023 0:00:00
84304910,- - - Bệ giàn khoan có các mô-đun tích hợp phù hợp sử dụng trong vận hành khoan (SEN),26/09/2023 0:00:00
84304990,- - - Loại khác,26/09/2023 0:00:00
84305000,"- Máy khác, loại tự hành",26/09/2023 0:00:00
84306100,- - Máy đầm hoặc máy nén,26/09/2023 0:00:00
84306900,- - Loại khác,26/09/2023 0:00:00
84311013,"- - - Của hàng hóa thuộc phân nhóm 8425.11.00, 8425.31.00 hoặc 8425.49.10 ",26/09/2023 0:00:00
84311019,- - - Loại khác,26/09/2023 0:00:00
84311022,"- - - Của hàng hóa thuộc phân nhóm 8425.19.00, 8425.39.00, 8425.41.00, 8425.42.10 hoặc 8425.42.90",26/09/2023 0:00:00
84311029,- - - Loại khác,26/09/2023 0:00:00
84312010,- - Thuộc phân nhóm 8427.10 hoặc 8427.20,26/09/2023 0:00:00
84312090,- - Loại khác,26/09/2023 0:00:00
84313110,- - - Của hàng hóa thuộc phân nhóm 8428.10.39 hoặc 8428.10.40,26/09/2023 0:00:00
84313120,- - - Của hàng hóa thuộc phân nhóm 8428.10.31 hoặc 8428.40.00,26/09/2023 0:00:00
84313910,"- - - Của hàng hóa thuộc phân nhóm 8428.20.10, 8428.32.10, 8428.33.10 hoặc 8428.39.10 ",26/09/2023 0:00:00
84313940,"- - - Của máy tự động dùng để dịch chuyển, xử lý và kẹp giữ các tấm mạch in, tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
84313950,"- - - Loại khác, của hàng hóa thuộc phân nhóm 8428.90",26/09/2023 0:00:00
84313990,- - - Loại khác,26/09/2023 0:00:00
84314110,- - - Dùng cho máy thuộc nhóm 84.26,26/09/2023 0:00:00
84314190,- - - Loại khác,26/09/2023 0:00:00
84314200,- - Lưỡi của máy ủi đất lưỡi thẳng hoặc máy ủi đất lưỡi nghiêng,26/09/2023 0:00:00
84314300,- - Bộ phận của máy khoan hoặc máy đào sâu thuộc phân nhóm 8430.41 hoặc 8430.49,26/09/2023 0:00:00
84314910,- - - Bộ phận của máy thuộc nhóm 84.26,26/09/2023 0:00:00
84314920,"- - - Lưỡi cắt hoặc mũi lưỡi cắt dùng cho máy cào, máy san hoặc máy cạp",26/09/2023 0:00:00
84314940,- - - Lưỡi cắt hoặc mũi lưỡi cắt dùng cho máy ủi đất lưỡi thẳng hoặc máy ủi đất lưỡi nghiêng,26/09/2023 0:00:00
84314950,- - - Của xe lu lăn đường,26/09/2023 0:00:00
84314960,- - - Của hàng hóa thuộc phân nhóm 8430.20.00,26/09/2023 0:00:00
84314990,- - - Loại khác,26/09/2023 0:00:00
84321000,- Máy cày,26/09/2023 0:00:00
84322100,- - Bừa đĩa,26/09/2023 0:00:00
84322900,- - Loại khác,26/09/2023 0:00:00
84323100,"- - Máy gieo hạt, máy trồng cây và máy cấy trực tiếp không cần xới đất (no-till)",26/09/2023 0:00:00
84323900,- - Loại khác,26/09/2023 0:00:00
84324100,- - Máy rải phân hữu cơ,26/09/2023 0:00:00
84324200,- - Máy rắc phân bón,26/09/2023 0:00:00
84328010,- - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84328020,- - Máy cán cho bãi cỏ hoặc cho sân chơi thể thao,26/09/2023 0:00:00
84328090,- - Loại khác,26/09/2023 0:00:00
84329010,- - Của máy thuộc phân nhóm 8432.80.90,26/09/2023 0:00:00
84329020,- - Của máy cán cho bãi cỏ hoặc cho sân chơi thể thao,26/09/2023 0:00:00
84329090,- - Loại khác,26/09/2023 0:00:00
84331100,"- - Chạy bằng động cơ, với chi tiết cắt quay trên mặt phẳng ngang",26/09/2023 0:00:00
84331910,- - - Không dùng động cơ,26/09/2023 0:00:00
84331990,- - - Loại khác,26/09/2023 0:00:00
84332000,"- Máy cắt cỏ khác, kể cả các thanh cắt lắp vào máy kéo",26/09/2023 0:00:00
84333000,- Máy dọn cỏ khô khác,26/09/2023 0:00:00
84334000,"- Máy đóng bó, bánh (kiện) rơm hoặc cỏ khô, kể cả máy nâng (thu dọn) các kiện đã được đóng",26/09/2023 0:00:00
84335100,- - Máy gặt đập liên hợp,26/09/2023 0:00:00
84335200,- - Máy đập khác,26/09/2023 0:00:00
84335300,- - Máy thu hoạch sản phẩm củ hoặc rễ,26/09/2023 0:00:00
84335920,- - - Máy hái bông (cotton),26/09/2023 0:00:00
84335990,- - - Loại khác,26/09/2023 0:00:00
84336010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84336020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84339010,"- - Bánh xe đẩy (castor), có đường kính (gồm cả lốp) trên 100 mm nhưng không quá 250 mm, với điều kiện là bánh xe hoặc lốp lắp vào đó có chiều rộng trên 30 mm",26/09/2023 0:00:00
84339020,"- - Loại khác, của hàng hóa thuộc phân nhóm 8433.11.00 hoặc 8433.19.90",26/09/2023 0:00:00
84339030,"- - Loại khác, của hàng hóa thuộc phân nhóm 8433.19.10",26/09/2023 0:00:00
84339090,- - Loại khác,26/09/2023 0:00:00
84341000,- Máy vắt sữa,26/09/2023 0:00:00
84342000,- Máy chế biến sữa,26/09/2023 0:00:00
84349000,- Bộ phận,26/09/2023 0:00:00
84351010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84351020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84359010,- - Của máy hoạt động bằng điện,26/09/2023 0:00:00
84359020,- - Của máy không hoạt động bằng điện,26/09/2023 0:00:00
84361010,- - Hoạt động bằng điện,26/09/2023 0:00:00
84361020,- - Không hoạt động bằng điện,26/09/2023 0:00:00
84362110,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84362120,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84362910,- - - Hoạt động bằng điện,26/09/2023 0:00:00
84362920,- - - Không hoạt động bằng điện,26/09/2023 0:00:00
84368011,- - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84368019,- - - Loại khác,26/09/2023 0:00:00
84368021,- - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84368029,- - - Loại khác,26/09/2023 0:00:00
84369100,- - Của máy chăm sóc gia cầm hoặc máy ấp trứng gia cầm và thiết bị sưởi ấm gia cầm mới nở,26/09/2023 0:00:00
84369911,- - - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84369919,- - - - Loại khác,26/09/2023 0:00:00
84369921,- - - - Dùng trong nông nghiệp hoặc làm vườn,26/09/2023 0:00:00
84369929,- - - - Loại khác,26/09/2023 0:00:00
84371010,"- - Dùng cho các loại hạt, hoạt động bằng điện; máy sàng sảy hạt và các loại máy làm sạch tương tự, hoạt động bằng điện",26/09/2023 0:00:00
84371020,"- - Dùng cho các loại hạt, không hoạt động bằng điện; máy sàng sảy hạt và các loại máy làm sạch tương tự, không hoạt động bằng điện",26/09/2023 0:00:00
84371030,"- - Loại khác, hoạt động bằng điện",26/09/2023 0:00:00
84371040,"- - Loại khác, không hoạt động bằng điện",26/09/2023 0:00:00
84378010,"- - Máy bóc vỏ trấu và máy xát gạo hình côn, hoạt động bằng điện",26/09/2023 0:00:00
84378020,"- - Máy bóc vỏ trấu và máy xát gạo hình côn, không hoạt động bằng điện",26/09/2023 0:00:00
84378030,"- - Máy nghiền cà phê và ngô dạng công nghiệp, hoạt động bằng điện",26/09/2023 0:00:00
